EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
488738,296,Zbornik radova Filozofskog fakulteta u Prištini,Serbia,"Art and Art History, Cultural Studies, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Literature, Pedagogical & Educational Research, Philosophy, Psychology, Sociology",11
476243,847,Questions de communication,France,"Gender Studies, Cultural Studies, Library and Information Science, Media Studies and Communication, Sociology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",7
449324,703,Modern Intellectual History,United Kingdom,History,1
478750,51,Eighteenth-Century Ireland,Ireland,"Literature, History",2
475158,984,International Journal of Speech-Language Pathology,United Kingdom,Linguistics,1
439982,203,Drustvena istrazivanja: Journal for General Social Issues,Croatia,"Demography, Economics, Interdisciplinary research in the Social Sciences, Psychology, Sociology",5
443719,569,Journal of Semantics,United Kingdom,"Philosophy, Linguistics",2
444340,690,Law and Philosophy,Netherlands,Philosophy,1
484044,369,Acta academica karviniensia,Czechia,"Business and Management, Economics",2
486196,321,Studia theologica,Czechia,Religious Studies and Theology,1
489506,27,Pro-Fil: Internetový časopis pro filosofii,Czechia,Philosophy,1
504859,104,Наукові Горизонти,Ukraine,"Economics, Environmental Studies",2
504859,250,Наукові Горизонти,Ukraine,"Economics, Environmental Studies",2
496719,7,Часопис економичних реформ,Ukraine,Economics,1
490935,2,Konteksty Społeczne,Poland,"Anthropology, History, Cultural Studies, Economics, Law, Sociology, Social Statistics and Informatics, Philosophy, Psychology",9
486307,30,Ekonomia i Środowisko,Poland,"Economics, Environmental Studies",2
489552,282,Open Archaeology,Poland,Archaeology,1
484598,316,Open Theology,Poland,Religious Studies and Theology,1
497635,85,Ukrainian Journal of Educational Studies and Information Technology,Ukraine,"Science and Technology Studies, Pedagogical & Educational Research",2
491441,205,"Financial Markets, Institutions and Risks (FMIR) journal",Ukraine,"Economics, Science and Technology Studies, Social Statistics and Informatics",3
487066,207,Vivat Academia,Spain,"Media Studies and Communication, Sociology",2
486509,92,African Journal of Legal Studies,Netherlands,Law,1
474555,944,Mots: Les langages du politique,France,Linguistics,1
471103,119,Lenguaje y Textos,Spain,Linguistics,1
484059,92,Seminare. Poszukiwania naukowe,Poland,Interdisciplinary research in the Humanities,1
480158,42,Verbum,Lithuania,Linguistics,1
442112,171,International Review of the Aesthetics and Sociology of Music,Croatia,Musicology,1
489044,258,Inovacije u nastavi,Serbia,Pedagogical & Educational Research,1
494650,605,ECONOMICS OF AGRICULTURE,Serbia,"Business and Management, Economics, Environmental Studies",3
442795,1596,Journal of Education Policy,United Kingdom,Pedagogical & Educational Research,1
446187,588,Psychologica Belgica,Belgium,"Interdisciplinary research in the Social Sciences, Psychology",2
496515,43,Право та інноваційне суспільство,Ukraine,Law,1
498848,10,Lex Social: Revista de Derechos Sociales,Spain,"Gender Studies, Interdisciplinary research in the Social Sciences, Law, Political Sciences and International Relations",4
490793,6,Didáctica Geográfica,Spain,"Human Geography and Urban Studies, Pedagogical & Educational Research",2
436026,486,Enseñanza de las Ciencias,Spain,Pedagogical & Educational Research,1
494040,72,Revista Andaluza de Antropología,Spain,"Cultural Studies, Interdisciplinary research in the Social Sciences, Sociology, Anthropology",4
486561,105,Revista sobre la infancia y la adolescencia,Spain,"Law, Sociology",2
483700,42,Normas. Revista de estudios lingüísticos hispánicos,Spain,Linguistics,1
487562,218,European Financial and Accounting Journal,Czechia,"Business and Management, Economics",2
483566,185,NISPAcee Journal of Public Administration and Policy,Slovakia,Political Sciences and International Relations,1
503544,124,SOCIEDAD E INFANCIAS,Spain,Sociology,1
497032,17,"REIDICS, Revista de Investigación en Didáctica de las Ciencias Sociales",Spain,Pedagogical & Educational Research,1
489807,10,Constelaciones,Spain,"Art and Art History, Human Geography and Urban Studies",2
444279,1523,Langages: Revue internationale des sciences du langage,France,Linguistics,1
488596,222,Anglophonia,France,Linguistics,1
484744,86,Zeszyty Naukowe Wyższej Szkoły Humanitas Zarządzanie,Poland,Business and Management,1
475642,217,Asian Medicine: Tradition and Modernity,Netherlands,History & Philosophy of Science,1
498798,8,Мовознавство,Ukraine,Linguistics,1
443128,977,Journal of Intellectual & Developmental Disability,United Kingdom,"Psychology, Pedagogical & Educational Research",2
484852,79,FOTOCINEMA. Revista científica de cine y fotografía,Spain,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
502815,115,Rocznik Teologii Katolickiej,Poland,"Religious Studies and Theology, Interdisciplinary research in the Humanities",2
486456,13,Roczniki Administracji i Prawa,Poland,"Interdisciplinary research in the Social Sciences, Law",2
477743,542,Problemy Zarządzania,Poland,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
482174,118,Méthexis. Revista internacional de filosofia antigua,Germany,Philosophy,1
478827,310,Oñati Socio-legal Series,Spain,"Law, Sociology",2
478912,234,Logic and Logical Philosophy,Poland,Philosophy,1
501847,7,Kultura - Przemiany - Edukacja,Poland,"History, Sociology, Pedagogical & Educational Research, Psychology",4
493752,636,Інформаційні технології і засоби навчання,Ukraine,"Library and Information Science, Social Statistics and Informatics, Pedagogical & Educational Research",3
505134,21,Revue du droit des religions,France,"Law, Religious Studies and Theology",2
485853,351,Distances et médiations des savoirs,France,"Media Studies and Communication, Pedagogical & Educational Research",2
488331,902,Social Media + Society,United Kingdom,"Gender Studies, Cultural Studies, Media Studies and Communication, Political Sciences and International Relations, Linguistics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",7
475784,666,Recherches en éducation,France,Pedagogical & Educational Research,1
502224,176,Збірник наукових праць Національної академії Державної прикордонної служби України. Серія: педагогічні науки,Ukraine,Pedagogical & Educational Research,1
500267,16,Український журнал з бібліотекознавства та інформаційних наук,Ukraine,Library and Information Science,1
500278,12,"Деміург: ідеї, технології, перспективи дизайну",Ukraine,Art and Art History,1
488138,23,Acta Historica Universitatis Klaipedensis,Lithuania,History,1
476088,62,Archaeologia Baltica,Lithuania,Archaeology,1
480867,253,Manuscripta: A Journal for Manuscript Research,Belgium,"History, Literature",2
497164,21,Публічне управління та регіональний розвиток,Ukraine,"Law, Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",3
488206,56,Емінак,Ukraine,"Archaeology, Art and Art History, Cultural Studies, History, History & Philosophy of Science, Political Sciences and International Relations, Religious Studies and Theology",7
447630,2076,The Monist,United Kingdom,Philosophy,1
496397,115,Bankarstvo,Serbia,"Business and Management, Economics",2
483187,8,Philologia (Beograd),Serbia,Linguistics,1
503936,5,Journal of African films and Diaspora Studies (JAFDIS),United Kingdom,"Art and Art History, Media Studies and Communication, Film and Theatre Studies",3
498968,26,Open Screens,United Kingdom,Film and Theatre Studies,1
503937,9,Journal of Nation-building & Policy studies,United Kingdom,"Political Sciences and International Relations, Interdisciplinary research in the Humanities",2
500543,2,Journal of Physical Education and Human Movement,Spain,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
503127,12,POPULAR MUSIC RESEARCH TODAY: REVISTA ONLINE DE DIVULGACIÓN MUSICOLÓGICA,Spain,Musicology,1
444190,1412,Klio : Beiträge zur alten Geschichte,Germany,"History, Classical Studies",2
496984,5,Resonancias. Revista de Filosofía,Spain,Interdisciplinary research in the Humanities,1
499118,4,Studia Heideggeriana,Spain,Philosophy,1
496671,32,Konwersatorium Wiedzy o Mieście,Poland,Human Geography and Urban Studies,1
494792,18,Tourism and Travelling,Ukraine,Economics,1
475532,139,"Journal of Automation, Mobile Robotics & Intelligent Systems",Poland,Science and Technology Studies,1
498607,71,Studia Periegetica,Poland,"Business and Management, Economics, Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",5
485716,5,Studia Wyborcze,Poland,"Law, Political Sciences and International Relations",2
484832,318,Folia Oeconomica Stetinensia,Poland,"Business and Management, Economics",2
477361,265,Journal of Teacher Education for Sustainability,Latvia,Pedagogical & Educational Research,1
503755,2,ACTA PROSPERITATIS,Latvia,"Media Studies and Communication, Business and Management, Economics, Law",4
495023,5,Journal of the University of Latvia,Latvia,Law,1
481328,18,LASE Journal of Sport Science,Latvia,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
494913,5,"Baltic Journal of English Language, Literature and Culture",Latvia,Interdisciplinary research in the Humanities,1
443130,2881,Journal of Intellectual Disability Research,United Kingdom,"Psychology, Pedagogical & Educational Research",2
486184,209,Revista Mediterránea de Comunicación,Spain,"Cultural Studies, Interdisciplinary research in the Social Sciences, Media Studies and Communication",3
497030,67,Revista Jurídica de Investigación e Innovación Educativa ( REJIE Nueva Época),Spain,"Law, Interdisciplinary research in the Social Sciences",2
447197,1317,Stress,Luxembourg,Psychology,1
439331,572,Competition & Change,United Kingdom,"Business and Management, Economics, Political Sciences and International Relations",3
470750,1002,Thinking Skills and Creativity,Netherlands,Pedagogical & Educational Research,1
503361,52,Orbit: A Journal of American Literature,,Literature,1
493604,144,Journal of Gender-Based Violence,United Kingdom,"Gender Studies, Sociology, Interdisciplinary research in the Social Sciences",3
470539,634,Regulation & Governance,United Kingdom,"Law, Political Sciences and International Relations",2
490568,60,Taikomoji kalbotyra,Lithuania,Linguistics,1
499338,104,Regional Formation and Development Studies,Lithuania,"Media Studies and Communication, Business and Management, Economics, Political Sciences and International Relations, Human Geography and Urban Studies, Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",7
