,EP_id,Publications_in_venue,OC_omid,issn,Open Access
2303,448068,399,062303098189,"['1568-5349', '0042-7543']",Unknown
2801,472878,397,064062312,"['1414-2139', '1981-8920']",Unknown
2375,449306,396,062501307755,['1053-8364'],Unknown
4496,485251,396,06102477252,['1733-8069'],True
2557,470229,395,0670550793,"['1931-4361', '1931-437X']",Unknown
1057,440378,395,061503115114,"['0014-2085', '1492-1405']",Unknown
2906,474355,395,061902128779,"['1131-5598', '1988-2408']",True
1595,443685,394,069034436,"['1741-2943', '1475-2409']",Unknown
587,434532,394,0621052020,"['1503-6707', '1504-3010']",Unknown
4900,486379,394,062501414884,['1420-2530'],Unknown
2506,468731,394,06801276857,"['1745-5243', '1740-4681']",Unknown
2650,471094,394,06120898327,"['1932-443X', '1932-4391']",Unknown
2753,472351,394,067060980,['1777-5272'],Unknown
7319,498302,393,06201612975,"['2603-5987', '0214-9877']",True
3914,483145,392,062601843434,"['1408-967X', '1854-2492']",True
2446,451675,390,0690224144,"['1755-7550', '1364-5145']",Unknown
1055,440369,390,061099200,"['1741-1920', '1741-1912']",Unknown
2543,469923,389,06120435408,"['1747-0234', '1474-225X']",Unknown
2057,446599,388,062201808723,['0035-1601'],Unknown
5150,487074,388,061401880346,['2344-5416'],True
6130,491082,387,0614044428,"['2431-210X', '0987-6014']",True
3294,478477,387,0633059888,"['1748-8893', '1350-1771', '1748-8885']",Unknown
307,342189,386,061201977652,"['1753-5530', '1465-5187']",Unknown
3161,476938,386,062401610994,"['1752-6272', '1752-6280']",Unknown
818,438786,386,0614051007,"['1777-5388', '1252-6576']",Unknown
1687,444206,385,067028943,"['1651-2294', '0023-3609']",Unknown
2911,474395,385,062401909020,"['0718-6568', '0717-6554']",Unknown
7578,499123,385,06501783422,['1981-3341'],Unknown
590,434954,384,0639044131,"['1470-594X', '1741-3060']",Unknown
2065,446625,384,06220987364,"['2104-3825', '0035-3264']",Unknown
1064,440423,384,062101391650,"['0928-9569', '1571-8174']",Unknown
3861,482938,382,062603120060,"['1168-4917', '2271-5444']",True
1915,445740,382,06602843558,"['0048-3915', '1088-4963']",Unknown
2439,451593,381,06240586463,['1558-9595'],Unknown
2833,473468,381,061902665661,"['1741-8992', '1741-8984']",Unknown
3394,479690,380,06301785295,['1309-517X'],Unknown
3166,476971,380,06202451901,"['1406-4243', '1736-7409']",True
2078,446695,380,061302653338,"['0956-7933', '1474-0656']",Unknown
2309,448086,380,06160739074,"['1477-0385', '0968-3445']",Unknown
2811,473074,380,06801854686,"['1989-9890', '0213-4691']",True
5605,488860,379,062502706667,['1409-4258'],True
985,440010,379,06240990148,"['1468-0254', '0963-9462']",Unknown
2399,450972,378,06902411648,"['1746-0662', '1746-0654']",Unknown
353,342725,378,06502592711,['0015-2218'],Unknown
8343,503198,378,062101202984,['1308-3198'],Unknown
3985,483473,378,061602777728,['0220-6617'],True
6495,493677,377,062202642164,['1308-7177'],Unknown
3507,480722,376,062101651994,['2196-7822'],True
4925,486453,376,061901971463,"['2216-0973', '2346-3414']",True
877,439239,376,06103028434,['1542-4286'],Unknown
3380,479199,376,062501577248,['1803-8417'],True
2302,448065,375,061201245076,"['1477-2809', '0197-3762']",Unknown
1735,444377,375,06803532983,"['1352-3252', '1469-8048']",Unknown
5670,489112,375,06101870061,['1989-9947'],True
2741,472199,374,06301680705,"['1578-8946', '2014-4539']",True
3770,482461,374,0620612784,"['1775-3732', '0767-709X']",Unknown
2328,448222,374,06260859699,"['1969-6965', '0012-4273']",Unknown
3127,476612,374,06260839308,['1877-8585'],Unknown
4950,486504,374,061901086288,"['2213-4794', '2213-4808']",Unknown
3010,475541,374,062202777343,"['1755-7739', '1755-7747']",Unknown
4870,486257,373,06601228639,"['1697-9540', '0211-6820']",True
1615,443738,373,0615027239,"['1741-2951', '1469-6053']",Unknown
1899,445680,373,06303156553,"['1570-5854', '1568-0258']",Unknown
1853,445287,373,06303138240,"['0248-4951', '2297-3850']",Unknown
4027,483685,373,061301639700,"['2381-5892', '2158-3897']",True
1024,440204,373,06201489821,"['1988-8384', '0013-6662']",True
3221,477635,372,063036579,"['1878-9714', '1878-9722']",Unknown
3528,480925,372,061801738293,"['1997-1370', '2313-6014']",Unknown
5969,490560,372,061401471967,['2079-3200'],True
3543,481102,372,0614046436,"['1221-8618', '1844-8585']",Unknown
2975,475200,371,0613029101,"['2194-6000', '1555-5879']",Unknown
8140,502297,370,06130967811,"['1517-3852', '2175-6783']",True
3958,483332,370,06260975502,"['1620-3224', '2262-8363']",True
4140,484044,369,061301406632,"['1212-415X', '2533-7610']",Unknown
4097,483970,369,06801100838,"['0232-8461', '2196-6761']",Unknown
1551,443337,368,061601651501,['1086-3265'],Unknown
1443,442781,368,061902889543,"['1381-4338', '1573-7020']",Unknown
1113,440662,368,06220733039,"['1474-0052', '0968-5650']",Unknown
886,439321,368,06190535926,"['0010-4132', '1528-4212']",Unknown
1948,445990,367,061101808274,"['0079-4848', '1613-0804']",Unknown
1534,443214,367,06230400570,"['1613-3838', '0341-7638']",Unknown
4903,486387,367,06101515086,"['2374-5118', '2374-5126']",Unknown
6956,496784,367,062401234528,['2719-9452'],True
2731,472040,367,0626050150,['1895-1171'],True
2736,472142,367,061301762593,"['1900-5407', '2011-4273']",True
7906,500518,366,06802328394,"['1820-7375', '0013-3264']",True
1440,442774,366,06170332675,"['1572-8560', '0925-8558']",Unknown
819,438787,365,061402747579,"['2271-6149', '0220-5610']",True
5774,489710,365,062302145300,"['1867-1748', '1867-1756']",Unknown
771,438387,364,062101014752,"['0927-2569', '1568-5152']",Unknown
2248,447712,364,0632029972,"['1527-196X', '0161-0775']",Unknown
6707,494617,364,0660749700,"['2095-6231', '2095-4700']",True
729,438068,363,0640840501,"['1359-1355', '1474-0516']",Unknown
4156,484074,363,0626081172,"['1355-8358', '1745-5170']",Unknown
3238,477727,363,061601262653,"['1941-1391', '1941-1383']",Unknown
1509,443080,363,0619029394,"['1470-1847', '1469-9524']",Unknown
218,341460,363,061901662755,"['1068-8471', '2151-3341']",Unknown
2434,451513,363,0626049907,"['2049-7792', '1321-8166']",Unknown
4040,483756,362,0640728439,['2161-2234'],Unknown
6598,494090,362,061201953201,"['0214-0039', '2386-7876']",True
4794,486060,361,06902803498,"['1528-8870', '2049-7636']",Unknown
4412,485031,361,061801270648,"['1944-3919', '1944-3927']",Unknown
6334,493012,361,06301185685,['1301-0085'],True
3776,482522,361,0624037790,"['0823-3993', '2368-2000']",Unknown
2841,473677,360,062201541067,['1481-9384'],True
2200,447430,360,0641015635,"['1569-9994', '0929-9971']",Unknown
1154,440992,360,062401321847,"['1362-7937', '2050-456X']",Unknown
7918,500561,360,061801326870,"['1558-1454', '1547-6715']",Unknown
3008,475529,359,06110213530,"['1755-201X', '1460-8235']",Unknown
6077,490962,359,0625040094,"['1276-8707', '1773-018X']",True
4965,486529,359,0630707279,"['2311-7036', '2072-7593']",True
5660,489067,359,06801819870,['2365-9440'],True
5594,488830,358,065043399,"['2309-2351', '2072-9480']",Unknown
4241,484484,358,0610974127,"['1963-1022', '1622-468X']",True
3061,476151,357,061201657713,"['1139-613X', '2174-5374']",True
4660,485765,356,062301939765,['2036-4091'],True
1639,443888,356,061202028629,['1549-4950'],Unknown
3494,480635,356,062202417611,"['2326-8751', '2326-8743']",Unknown
2672,471228,356,06302377803,"['2224-8935', '1816-5435']",True
2876,474014,355,0650609566,['1577-0354'],True
5729,489544,355,062502706769,"['1413-2311', '1980-4164']",True
3065,476169,355,06230302687,"['1759-7331', '1759-7323']",True
2562,470294,355,062401281656,"['1988-3110', '0066-6742']",True
2398,450969,354,061099128,"['2040-0594', '1741-1548']",Unknown
1351,442276,354,0644035087,"['1572-8579', '0334-701X']",Unknown
8630,504859,354,061301436871,['2663-2144'],True
4998,486614,353,061802028752,"['2307-2202', '2074-6857']",True
2984,475364,353,06402290777,"['0023-9909', '1868-0267']",Unknown
4302,484800,353,062201053481,['2081-6383'],True
2869,473983,353,061701639193,['1409-4703'],True
2727,471984,353,062050731,['1765-2723'],True
6629,494213,353,061601225871,['2147-0146'],Unknown
2225,447563,352,06502218804,['1080-6555'],Unknown
3316,478653,352,062201813617,"['0391-6081', '1972-5620']",Unknown
2081,446702,351,06201366818,"['1876-3316', '0094-288X']",Unknown
2462,451896,351,061601587307,"['0016-6928', '2160-0228']",Unknown
2517,468910,351,061701025989,"['1750-0230', '1354-9901']",Unknown
4700,485853,351,061301907371,['2264-7228'],True
3986,483474,350,061601512376,"['2111-4838', '1956-3485']",Unknown
3436,480071,348,06801774431,"['2081-2221', '1899-4849']",True
7419,498652,348,06102160927,"['2424-6166', '1392-1258']",True
1334,442143,348,06803291183,"['1569-982X', '1384-6647']",Unknown
3282,478281,348,061401781057,"['1612-1783', '1613-3625']",Unknown
1649,443931,348,062602207725,"['1535-3605', '1043-4070']",Unknown
3386,479612,347,0630325383,"['2029-7947', '2029-7955']",True
4582,485512,347,062401990841,"['1132-0559', '2173-4712']",True
3901,483075,347,061701026101,"['1750-0192', '1354-991X']",Unknown
7045,497023,347,061802578169,['2368-7924'],Unknown
3211,477526,347,062602659017,"['1743-5234', '2040-090X']",Unknown
1644,443925,346,0652069068,"['1477-8564', '0954-6650']",Unknown
2781,472656,346,061301899349,['0718-1043'],True
1346,442242,346,062602164454,"['0075-2800', '2196-6842']",Unknown
3030,475763,346,06703449581,"['0309-0728', '1745-8196']",Unknown
3486,480558,345,0680924001,"['1386-1204', '1875-368X']",Unknown
3590,481596,345,06180613273,['0021-9657'],Unknown
8227,502631,344,061601944850,['2148-2586'],Unknown
4400,484997,344,062301944972,['2352-6734'],Unknown
1548,443314,344,06501109780,"['1527-8263', '1082-9636']",Unknown
3227,477670,344,062201847054,"['2046-7443', '2046-7435']",Unknown
2798,472832,343,061301296468,"['0120-0062', '2011-3668']",True
3231,477688,343,06140640502,"['1678-9857', '0034-7701']",True
3418,479857,343,062203025729,"['1318-5454', '1581-1832']",True
1011,440102,343,06303156441,"['1573-1723', '1570-2081']",Unknown
1929,445807,342,061102617807,"['1422-6944', '1422-6960']",Unknown
1953,446032,342,068048984,"['1613-4079', '0921-4771']",Unknown
3111,476528,342,06170396025,"['1866-9808', '1866-9859']",Unknown
6119,491051,342,0614042597,"['2079-8555', '2310-0524']",True
2513,468883,341,061401734790,"['1552-6291', '1552-6283']",Unknown
2142,447118,341,06502220473,"['1387-5868', '1542-7633']",Unknown
1381,442443,340,06150831310,"['1570-064X', '0085-2376']",Unknown
2714,471806,340,061501602382,['1609-624X'],True
2408,451037,340,06190664258,"['1569-9838', '0957-6851']",Unknown
3972,483409,339,06301371045,"['1746-0271', '1746-0263']",Unknown
923,439606,339,062602746757,"['2272-9852', '0247-381X']",True
3422,479924,339,061502384822,"['1749-6292', '0305-5477']",Unknown
922,439605,339,06202162591,['1536-0342'],Unknown
7547,499052,339,062202085681,"['2148-7510', '2148-7758']",True
2809,472937,339,06220919575,['1697-2600'],True
650,437518,339,062401641487,"['0211-3589', '1988-2955']",True
2312,448149,338,06403163574,"['1545-6927', '0084-0416']",Unknown
1146,440947,338,06701267606,"['1045-0300', '1558-5441']",Unknown
2990,475447,337,06202175312,"['2151-2388', '1864-1105']",Unknown
2485,468546,337,0611055852,"['1598-7647', '2451-909X']",Unknown
4721,485899,337,062501299833,"['1988-3129', '1130-8001']",True
7774,499853,337,061201814183,['2595-6825'],Unknown
1118,440714,337,06401711965,"['0430-8778', '1759-670X']",Unknown
3333,478831,337,061301048902,"['0309-6564', '1759-7854']",Unknown
696,437861,336,061601608332,['1609-9168'],Unknown
3556,481306,336,0628024072,"['2329-4892', '2329-4884']",Unknown
145,340810,335,06140276188,"['1752-2366', '0822-7942']",Unknown
46,340102,335,06601412382,['0252-8843'],Unknown
4026,483679,335,061803794702,"['2214-594X', '2194-671X', '2194-6701']",True
2411,451143,334,061301048683,"['0309-5207', '1759-7811']",Unknown
3426,480008,334,062301589640,"['0001-6446', '1588-2667']",Unknown
4555,485425,334,062501953720,"['1803-6104', '1214-813X']",True
2429,451405,334,0623059323,"['1755-165X', '1079-3453']",Unknown
1908,445727,333,0610977015,"['1467-9191', '0031-806X']",Unknown
2254,447724,333,06201345664,"['1474-6719', '1474-6700']",Unknown
4350,484880,333,065049443,"['1804-1728', '1804-171X']",True
2641,471063,333,061201436213,"['1571-0718', '1571-0726']",Unknown
1504,443054,333,0625037124,"['1566-5852', '1569-9854']",Unknown
4604,485606,332,061041757,"['1492-1413', '1188-7109']",Unknown
2353,448317,332,061701802749,"['1613-3706', '0721-9067']",True
2619,470865,332,062402380250,"['1746-1979', '1746-1987']",Unknown
4934,486471,332,061801604732,"['1728-6239', '1728-6220']",Unknown
137,340751,332,06901849839,"['1503-111X', '0800-3831']",Unknown
2924,474573,331,06403201020,"['1960-6052', '1146-6480']",Unknown
2705,471764,331,062502635002,"['0261-4340', '1748-619X']",Unknown
2520,468971,331,061801979541,"['1755-1730', '1465-3591']",Unknown
6211,491312,331,06302133883,"['1852-060X', '1852-4826']",True
2230,447583,330,062201112440,"['1553-2739', '1434-4599']",Unknown
5676,489164,330,06110325637,['2048-7754'],True
4761,486005,330,064053670,"['2077-9917', '2306-6741']",True
2062,446613,330,061401070695,"['0373-6075', '2507-0185']",Unknown
3067,476187,330,062102219053,"['1994-7658', '1314-0817']",True
2623,470890,329,062403288049,"['1556-1623', '1556-1631']",Unknown
1746,444437,329,065042422,"['1569-9919', '0929-7332']",Unknown
4047,483801,329,061501436653,"['2428-3606', '1768-9260']",Unknown
7837,500257,329,061065247,"['1027-3239', '2518-1203']",Unknown
2916,474480,329,061501262430,"['1941-1359', '1941-1340']",Unknown
2317,448171,329,06601474075,['1934-1520'],Unknown
2687,471379,329,062101934187,"['1130-2887', '2340-4396']",True
4746,485959,329,06240681611,['2168-9105'],Unknown
861,439122,329,061703327297,['1481-4374'],True
2929,474649,328,0619042233,"['1084-1490', '2377-9551']",Unknown
4566,485455,328,06702762807,"['1234-7655', '2450-0291']",True
2900,474309,328,06303557371,['1871-515X'],True
3586,481586,328,061401983984,"['1752-4989', '0021-1400']",Unknown
7894,500456,327,06120644898,['1532-5490'],Unknown
5421,488318,327,062201259421,['1305-578X'],Unknown
2288,448000,326,061803026666,"['1045-991X', '2154-9648']",Unknown
1196,441191,326,0636069660,"['0942-8704', '2194-4032']",Unknown
2490,468623,326,062401444442,"['0952-7648', '1743-1700']",Unknown
2369,449266,325,0637037072,"['0047-729X', '1756-381X']",Unknown
5840,490077,325,0670236208,['2444-8729'],True
3250,477777,325,06130530562,"['1745-5235', '0953-9468']",Unknown
3764,482436,324,06120998458,"['2042-4345', '0729-2473']",Unknown
3377,479167,324,061102634227,"['2160-2506', '0143-3768']",Unknown
3703,482046,324,06230351798,"['2102-5452', '0221-6280']",Unknown
2565,470313,324,061601885254,['1286-4986'],True
2812,473075,324,06302533128,"['2448-7279', '0188-4611']",True
2855,473851,324,06401838200,"['1980-5519', '0102-3098']",True
4299,484790,323,06210297214,"['1759-6599', '2042-8715']",Unknown
3516,480823,323,06401127531,"['2329-9037', '2329-9460']",True
6626,494207,323,06802765715,"['1993-7989', '1993-7997']",True
2819,473320,323,06701817290,['1305-970X'],Unknown
1672,444118,323,06101269976,"['1573-7802', '0892-7537']",Unknown
728,438066,323,061603624456,['0004-0975'],Unknown
2958,475040,322,068059658,"['1663-4837', '1422-0857']",Unknown
381,342962,322,06201716641,"['0168-647X', '1614-7316']",Unknown
1521,443174,322,0610241949,"['1471-6917', '0955-2340']",Unknown
3093,476408,322,06402766017,"['1438-9460', '0932-8114']",Unknown
4250,484523,322,06802549106,"['2353-883X', '2353-8821']",True
804,438721,322,06201849089,"['1475-3820', '1478-3428']",Unknown
2432,451484,321,0670326880,"['1744-1854', '1750-0109']",Unknown
3031,475765,321,06180882356,"['2190-6289', '0943-8149']",Unknown
2933,474707,321,06502245681,"['1746-8477', '1746-8485']",Unknown
5792,489821,321,06302627329,"['2056-4902', '2056-4910']",Unknown
4848,486196,321,061301406745,['1212-8570'],True
1560,443372,321,062603163987,"['1547-7304', '0141-1896']",Unknown
835,438886,320,06403201262,"['2272-9828', '1147-6753']",True
2339,448262,320,062502661743,"['2197-912X', '0044-2674']",Unknown
1991,446258,320,0610278010,['0033-4987'],Unknown
1151,440959,320,06603054684,"['1568-1475', '1569-9773']",Unknown
3664,481906,320,062102006824,"['2211-2898', '0165-0505']",True
3345,478858,319,061601713555,"['2357-738X', '0102-4302']",True
7244,497957,319,062401619197,['2146-7455'],Unknown
2571,470351,319,0617021593,"['1750-8649', '1750-8657']",Unknown
3109,476497,319,06120685173,"['1752-9719', '1752-9727']",Unknown
3184,477273,318,066048599,"['2157-5665', '2194-6175']",Unknown
4317,484832,318,061302118004,"['1898-0198', '1730-4237']",True
2215,447511,318,062201380087,"['0009-2002', '1528-4204']",Unknown
2570,470350,318,06301635888,"['1871-191X', '1871-1901']",Unknown
1856,445300,317,06702777885,"['0108-8416', '2212-9715']",Unknown
2383,449711,317,06501038325,"['1538-9731', '1089-0017']",Unknown
54,340160,317,066044515,"['0332-5415', '0807-7487']",Unknown
1820,445031,317,06160450889,['1538-974X'],Unknown
1229,441284,317,061101360096,['1947-9921'],Unknown
2951,474925,317,06801722238,"['1569-2094', '1569-2108']",Unknown
1439,442771,317,061901874062,"['1570-0658', '1385-3783']",Unknown
2996,475467,316,06701015064,"['1465-6612', '1741-5160']",Unknown
6137,491095,316,06170922749,"['2227-2925', '2500-1558']",True
2491,468624,316,0680331732,"['1744-2230', '1744-2222']",Unknown
2730,472011,316,061401107774,"['1581-6613', '1581-8314']",True
